Dialogue ID,Dialogue,All CS,Selection,Response,Multi Selection,Multi Response,Cause,Desire,Desire_o,React,React_o,Motivation,Prerequisite,Constituent,Subsequent,Attribute,Total,Prev ?,Response ?,Ends
soda_5575_interaction_whatim_preferring_sociable,"Listener (You): Hi.
Speaker (Other): Hey, Valentino. How are you doing today?
Listener (You): I'm doing okay. Just hanging out by myself as usual.
Speaker (Other): That's cool. I'm sure you're used to it by now, being alone all the time.
Listener (You): Yeah, I guess so. It's just how I prefer things, you know? Being alone and not having to worry about anyone else but myself.
Speaker (Other): I can understand that. There's a lot of pressure that comes with social interactions and trying to please everyone else. It can be exhausting.","The Speaker (Other) is aware of the pressure to conform to social norms.

The previous dialogue turn depends on acknowledging the exhaustion that can come from constantly trying to please others in social situations

The Listener (You) feels understood and accepted by speaker, which encourages them to open up and share more about their personal struggles.

The previous dialogue turn requires the listener has little or no interest in socializing with others.

Next, the two might discuss the importance of self-care and taking breaks from social obligations.

The Speaker (Other) wants to suggest some activities that valentino can do by himself to make his alone time more enjoyable.

The previous dialogue turn was caused by an introverted personality type, where someone naturally enjoys and recharges from alone time rather than socializing.

The Listener (You) wants to learn how to set healthy boundaries with others who may not understand their need for solitude.

The Speaker (Other) is motivated by a sense of self-preservation, wanting to protect their energy from being drained by social interactions.

The Speaker (Other) feels appreciative of the honesty in listener's response.",,,,,,,,,,,,,,,,,,
soda_11440_brushes_circular_teeth_bristle,"Speaker (Other): I'm going to start cleaning your teeth now, okay?
Listener (You): Okay.
Speaker (Other): I'm going to use this toothbrush and some toothpaste. I'll also use some water to rinse your mouth.
Listener (You): Sounds good.
Speaker (Other): I'll start with the upper teeth first and then move down to the lower teeth. I'll brush the front, top, and back of each tooth. Make sure to open wide!",,,,,,,,,,,,,,,,,,,
soda_15112_jan_hikes_divinity_adventures,"Speaker (Other): Hi. I'm Vikram.
Listener (You): Hi, I'm Lily. It's nice to meet you.
Speaker (Other): It's nice to meet you too, Lily. You're so beautiful.
Listener (You): Thank you, Vikram. You're not so bad yourself.
Speaker (Other): So, what do you like to do for fun?
Listener (You): I like to read and write. I also like to go hiking and spending time outdoors.
Speaker (Other): That sounds great! I love reading and hiking too. We have a lot in common already!","The Speaker (Other) feels happy that they are getting along well and finding common ground.

The previous dialogue turn requires vikram and lily had a prior conversation about their interests and hobbies before arriving at the conclusion that they have a lot in common.

The Speaker (Other) wants to ask lily if she would like to go on a hiking trip with him sometime.

The Speaker (Other) is motivated by a curiosity and a thirst for knowledge that drives them to read and learn.

The Speaker (Other) is interested in activities that promote physical and mental wellness.

The Listener (You) wants to invite vikram to a poetry reading they are hosting at a local coffee shop.

Next, they might discover more shared interests and realize they have potential for a deeper connection.

The previous dialogue turn was caused by their open-mindedness and willingness to try new things, leading them to share their hobbies and find similarities.

The Listener (You) feels excited and eager to plan a hiking trip with speaker.

The previous dialogue turn depends on noting the similarity in hobbies between the speaker and the listener",,,,,,,,,,,,,,,,,,
soda_15026_footprints_backtrack_labyrinth_separated,"Listener (You): Sarah, I'm so lost. I have no idea where I am or how to get back home.
Speaker (Other): Oh, Dionte! I'm so sorry to hear that. Where did you last see your map? Maybe we can retrace your steps and figure out where you went wrong.",,,,,,,,,,,,,,,,,,,
soda_7876_shelvesnothing_alma_goodnight_bats,"Speaker (Other): Yeah, I did. So what did you do today?
Listener (You): Not much, just hanging out at home. Did some laundry and cleaned up the house a bit.
Speaker (Other): Sounds like you had a busy day too.
Listener (You): Yeah, it was alright. So are we still on for dinner tomorrow night?
Speaker (Other): Absolutely. I can't wait to see you.
Listener (You): Me too, babe. I'll talk to you tomorrow then. Goodnight.
Speaker (Other): Goodnight, Makenzieie","The Speaker (Other) is motivated by the desire for rest and relaxation after a busy day out.

The previous dialogue turn was caused by a habit or nickname the speaker has of adding an extra ""ie"" sound to the end of names.

The Speaker (Other) is dependable, since they confirmed plans for dinner tomorrow night.

The Speaker (Other) feels grateful for the listener's concern and caring nature.

Next, the speaker might regret not checking their phone more often and apologize again to the listener.

The Speaker (Other) wants to take a hot shower and go to bed.

The Listener (You) wants to make sure they have their phone charged and with them in case speaker needs to reach them in the future.

The Listener (You) feels a bit left out that they didn't get to go shopping with speaker and their friends.

The previous dialogue turn requires the speaker and listener are in a romantic relationship.

The previous dialogue turn depends on using a term of endearment to address the other person.",,,,,,,,,,,,,,,,,,
soda_7763_troubadour_arenas_warmups_legendary,"Speaker (Other): It's so beautiful out here.
Listener (You): Yeah, I know. The sunset is really pretty.
Speaker (Other): I can't believe how fast the day went by.","The Listener (You) feels surprised that the day went by so quickly, as it seems they still have so much they wanted to do.

The Speaker (Other) wants to capture the beautiful sunset in a photograph and share it with friends.

The Listener (You) wants to take a deep breath and appreciate the simple joys of life.

The Speaker (Other) feels a bit sad, knowing that they will have to leave this beautiful setting soon and return to their usual routine.

The previous dialogue turn was caused by the fast-paced nature of the environment they were in, possibly a busy city or work setting.

The Speaker (Other) is motivated to make the most out of their day because they feel like they've wasted it

Next, the speaker might express regret that they didn't get to do everything they wanted to do and vow to be more productive tomorrow.

The previous dialogue turn depends on the conversation is taking place outdoors, possibly in a scenic location.

The previous dialogue turn requires the speakers were in a peaceful and relaxing environment, devoid of the usual distractions that tend to make time drag.

The Speaker (Other) is someone who appreciates nature and finds beauty in it.",,,,,,,,,,,,,,,,,,
soda_14577_300000_90000_297500_325000,"Speaker (Other): Thanks. I really like it. It's perfect for my needs.
Listener (You): Yes, it is a great house. We've really enjoyed living here.
Speaker (Other): How long have you lived here?
Listener (You): We've lived here for about 5 years now. We're moving because we're getting transferred for work.
Speaker (Other): That's too bad. I really like this house and neighborhood. Do you mind if I ask how much you're asking for the house?
Listener (You): We're asking $300,000 for the house.
Speaker (Other): That's a bit more than I was expecting to pay. I was thinking more in the range of $250,000.","The previous dialogue turn was caused by kelis doing research and finding out the average home prices in the neighborhood.

The Speaker (Other) feels disappointed that their offer may not be accepted and they may need to keep looking for a house.

The previous dialogue turn requires the buyer has a pre-approved mortgage loan for the amount they are willing to pay.

The previous dialogue turn depends on expressing a preference for a lower price range.

The Listener (You) wants to explain the reasons for the current asking price and try to justify it.

The Speaker (Other) is motivated by their financial limitations, hoping to find a more affordable option.

Next, the speaker might express interest in seeing the house again and making an offer.

The Listener (You) feels surprised because they were not expecting such a low counteroffer.

The Speaker (Other) wants to negotiate the price with listener to see if they can come to a mutually agreeable amount.

The Speaker (Other) is cautious with their finances and wants to stick to their budget.",,,,,,,,,,,,,,,,,,
soda_7887_cm2_germaphobes_messier_pleasepretty,"Listener (You): Hey, Mom. I was just wondering if you could help me with something.
Speaker (Other): Of course, sweetie. What do you need?","The previous dialogue turn depends on using an affectionate term to address the speaker.

The Speaker (Other) wants to set a good example of what a loving and supportive parent should be for her child.

Next, the speaker might ask follow-up questions to determine how best to help the listener.

The Listener (You) wants to ask for money to buy something they've been wanting for a long time.

The previous dialogue turn was caused by the listener's recent struggles in a particular task or project that the speaker is aware of, prompting the speaker to offer support.

The Speaker (Other) feels willing and ready to assist.

The Speaker (Other) is reliable and dependable, always available to offer assistance and guidance to their child.

The previous dialogue turn requires there is no communication barrier between the listener and the speaker.

The Listener (You) feels happy that their mom is attentive to their needs.

The Speaker (Other) is motivated by their maternal instinct to nurture and protect their child.",,,,,,,,,,,,,,,,,,
soda_3431_glasses_phoropter_worsened_lenses,"Speaker (Other): Hey, boss. I wanted to talk to you about something.
Listener (You): Sure, what's up?
Speaker (Other): I've been having a lot of trouble seeing things clearly lately. I was hoping I could get some new glasses.
Listener (You): Have you been to the eye doctor?
Speaker (Other): Yes, and they said my vision has worsened and that I need new glasses.",,,,,,,,,,,,,,,,,,,
soda_2709_overwhelm_smallest_invaluable_kindness,"Listener (You): Thank you so much for helping me with this project. I really appreciate it.
Speaker (Other): Of course, no problem at all. I know how overwhelmed you've been feeling. Let's just get it done so you can relax a bit.",,,,,,,,,,,,,,,,,,,
soda_10062_quiz_tremendous_nervousness_austin,"Speaker (Other): Thank you so much, Mrs. Saunders! I was really worried about this test.
Listener (You): You did great, Alanis! I knew you could do it.
Speaker (Other): Yeah, but I was still really nervous. I'm just so happy that I got an A!",,,,,,,,,,,,,,,,,,,
soda_4845_jog_metime_energized_mornings,"Speaker (Other): Hey, good morning! I slept really well last night.
Listener (You): Oh, yeah? Me too. I feel really rested and excited for the day ahead.
Speaker (Other): I know, me too! I was just thinking that I can't wait to go on my morning jog and then have a healthy breakfast.","The previous dialogue turn requires the speaker has planned and prepared for a healthy breakfast beforehand.

The Speaker (Other) is a morning person.

The Speaker (Other) wants to set a good example for others and encourage a healthy lifestyle.

The previous dialogue turn depends on gathering necessary items for the jog like water, phone, and headphones

The Listener (You) feels energized by the positive energy shared by speaker.

Next, the speaker may check the weather to make sure it's conducive to a comfortable jog.

The Listener (You) wants to plan a hiking trip for the weekend and start the day by researching the best trail routes.

The previous dialogue turn was caused by the speaker feeling good and refreshed after a restful night's sleep.

The Speaker (Other) feels grateful for getting a good night's sleep and having the opportunity to take care of their physical and mental health.

The Speaker (Other) is motivated by their desire to maintain a healthy lifestyle and take care of their body.",,,,,,,,,,,,,,,,,,
soda_8188_arath_gissell_actresses_geneva,"Listener (You): I can't believe I lost that game of chess. I feel so upset and frustrated, like I can't do anything right.
Speaker (Other): Cavan, it's just a game of chess. It's not the end of the world. Try not to take it so seriously.",,,,,,,,,,,,,,,,,,,
soda_11595_alrightthank_denied_traveon_denies,"Speaker (Other): Hey, Nila. I was wondering if you knew where your sister was.
Listener (You): She's at home, in her bedroom, on the phone with her friend. Why do you ask?
Speaker (Other): I just wanted to talk to her about something.",,,,,,,,,,,,,,,,,,,
soda_9125_40000_unforeseen_johnmichael_payment,"Speaker (Other): Absolutely! We would be happy to help you get started with saving for your future. Let me grab some forms for you to fill out.
Listener (You): Ok, thank you.
Speaker (Other): So, what kind of savings goals do you have in mind?
Listener (You): Well, I'd like to start saving for a down payment on a house. I've been working hard and I'm finally in a good place financially, so I want to start making some long-term investments.
Speaker (Other): That's great! A down payment on a house is a great goal to save for. We can help you set up a plan to reach your goal.""
Listener (You): Thank you, that would be helpful.
Speaker (Other): Sure thing. So, how much do you think you'll need to save for a down payment?",,,,,,,,,,,,,,,,,,,
soda_2995_windmill_shaft_blade_generator,"Speaker (Other): Hey, Sarah. Come check out my windmill!
Listener (You): Wow, that's really cool! How does it work?
Speaker (Other): Well, the wind blows the blades around and that turns a generator inside which creates electricity.",,,,,,,,,,,,,,,,,,,
soda_9602_grad_graduation_graduate_chic,"Speaker (Other): I'm good, too. Busy with work, but it's going well. So, what have you been up to lately?
Listener (You): Just the usual, work and school. But I've been thinking about getting a new job. I'm not really happy with my current situation.
Speaker (Other): Yeah, I can understand that. It's tough when you're not satisfied with your job. Have you been looking for something new?
Listener (You): Yeah, I've been looking around a bit. But it's hard to find something that's a good fit.
Speaker (Other): Yeah, that can be tough. But I'm sure you'll find something eventually. So, how's school going?
Listener (You): It's going well. I'm just about to finish up my degree and then I'll be done with school for good!
Speaker (Other): That's great! Congratulations! So, what are your plans after you finish your degree?","The Listener (You) wants to take a gap year and travel to explore different cultures and gain new experiences.

Next, the speaker might ask the listener if they have considered further education or graduate school to advance their career.

The Speaker (Other) wants to start a new project at work after they finish their current task.

The Listener (You) feels nostalgic and a bit sad about leaving the school environment and friends behind.

The Speaker (Other) is respectful and polite in their conversations with others.

The previous dialogue turn depends on updating your resume and reaching out to your network for job leads or recommendations.

The Speaker (Other) is motivated to offer support and advice to the listener.

The previous dialogue turn was caused by the listener's intention to start their own business or pursue an entrepreneurial venture.

The previous dialogue turn requires the listener has a solid understanding of their field, including current trends and advancements, to impress potential employers.

The Speaker (Other) feels genuinely happy for listener's accomplishment.",,,,,,,,,,,,,,,,,,
soda_2522_dam_davante_jaylani_efrain,"Listener (You): Hey Nathalia, how's it going?
Speaker (Other): Hey Auriana. It's going good. I'm just getting started on the project.","The previous dialogue turn depends on setting a timeline and deadlines for different stages of the project to stay on track.

The Listener (You) wants to offer help to speaker, in case she needs any assistance with the project.

Next, auriana might share some resources or references that could be useful for the project.

The previous dialogue turn was caused by a miscommunication or misunderstanding, with nathalia just now realizing the project needed to be started.

The Speaker (Other) wants to ensure that the project aligns with the company's goals and objectives.

The Listener (You) feels happy to hear from nathalia and is eager to catch up on what's been happening in her life lately.

The previous dialogue turn requires nathalia has already planned out the details of the project in advance.

The Speaker (Other) is taking on a project that may be time-consuming or complex.

The Speaker (Other) feels productive and focused.

The Speaker (Other) is motivated by a desire to impress their colleagues or team members with the quality of their work on the project.",,,,,,,,,,,,,,,,,,
soda_9262_childishly_disrespect_discard_mockery,"Listener (You): I can't believe we're arguing. I'm such a big fan of yours.
Speaker (Other): What's your problem? You're the one who started this.
Listener (You): I know, but I didn't mean to. It just kind of happened.
Speaker (Other): Well, you shouldn't have said what you did. It was really offensive.
Listener (You): Rihanna, I'm sorry. I didn't mean to hurt your feelings or anything. It was just a misunderstanding. Can we please move past this?
Speaker (Other): Fine, but don't ever disrespect me like that again.","The Listener (You) feels chastised by speaker's stern warning.

The previous dialogue turn depends on a statement of establishing a boundary or expectation of behavior from the listener.

The previous dialogue turn was caused by a personal insecurity the speaker has about being disrespected or not being taken seriously.

The Speaker (Other) feels hesitant about continuing the conversation with the listener and may need some time to cool off.

The Speaker (Other) wants to ensure that the listener understands the gravity of their comments and apologize sincerely for them.

The Listener (You) wants to prove to rihanna that they are a dedicated fan and would never intentionally disrespect her.

The previous dialogue turn requires rihanna has clearly communicated her boundaries and expectations regarding disrespectful behavior.

The Speaker (Other) is assertive and doesn't shy away from calling out inappropriate behavior.

The Speaker (Other) is motivated by a deep sense of personal pride and honor.

Next, the listener may reflect on why their comment was offensive and try to educate themselves to avoid making the same mistake in the future.",,,,,,,,,,,,,,,,,,
soda_2104_heros_subplots_engrossing_eesha,"Listener (You): Mia, I'm so glad you could make it.
Speaker (Other): Of course, Daisey. Your research is incredible. I can't believe how much you've discovered.
Listener (You): Yeah, it was a lot of work, but I'm really happy with the results.
Speaker (Other): So what's next for you? Are you going to continue your research or are you going to start writing a book?
Listener (You): Well, I'm definitely going to continue my research. There's still so much that we don't know about the topic and I want to keep discovering new things. As for writing a book, that's something I've been thinking about and it's definitely a possibility in the future.
Speaker (Other): I think you would be an amazing author. Your research is so detailed and thorough, I'm sure your book would be a bestseller.",,,,,,,,,,,,,,,,,,,
soda_9715_bananas_healthconscious_apples_bud,"Listener (You): Hi, how are you doing today?
Speaker (Other): I'm doing well, thank you. How are you?
Listener (You): I'm good, thanks. Just stocking up on some health drinks.
Speaker (Other): You must be really health-conscious!","The previous dialogue turn was caused by the increasing awareness and concern around health issues, which has led to a greater emphasis on maintaining a healthy lifestyle.

The Speaker (Other) is friendly and likes to engage in small talk with strangers.

The previous dialogue turn requires the listener actually mentioned to the speaker that they were shopping for health drinks.

The Listener (You) wants to continue the conversation by explaining why they are stocking up on health drinks.

The previous dialogue turn depends on assuming that the listener may be trying to prevent or recover from an illness or medical condition.

The Speaker (Other) feels motivated to learn more about health drinks and their potential benefits.

The Speaker (Other) is motivated by maintaining a healthy lifestyle.

Next, the conversation might veer towards the topic of vegetarianism or veganism.

The Listener (You) feels slightly surprised that speaker made an assumption based on their choice of shopping items.

The Speaker (Other) wants to recommend some new health drinks and share their own favorite recipes.",,,,,,,,,,,,,,,,,,
soda_6458_bottled_harboring_muster_dared,"Listener (You): Hey Saul, I need to talk to you about something.
Speaker (Other): What's up?",,,,,,,,,,,,,,,,,,,
soda_12540_impeachable_recession_impeached_gridlocked,"Speaker (Other): I don't think the president is doing a good job.
Listener (You): I think the president is doing a great job.
Speaker (Other): I don't think the current president is doing a good job because of his policies. For example, he's been cutting funding for education and healthcare, which are both really important.","The Listener (You) wants to research more about the president's policies and gather statistics to support their own opinion.

The Listener (You) feels strongly disagree with speaker's opinion and thinks that the president is doing a great job overall.

The previous dialogue turn was caused by the influence of big corporations and lobbyists who seek to reduce government regulation and spending on social welfare.

The Speaker (Other) wants to join a grassroots movement to lobby for better policies regarding education and healthcare.

The Speaker (Other) feels disappointed with the current administration and wishes someone else were in charge.

The previous dialogue turn requires the president's policies have a direct impact on education and healthcare funding.

The Speaker (Other) is politically engaged and follows news and policies closely.

The Speaker (Other) is motivated by a sense of responsibility towards the well-being of society.

Next, the listener may express surprise or disbelief in the speaker's comments, prompting the speaker to provide more information or clarification.

The previous dialogue turn depends on highlighting alternative solutions that could have been pursued instead of cutting funding, such as finding ways to increase revenue or streamline government operations.",,,,,,,,,,,,,,,,,,
soda_12977_roadways_merits_mph_recklessly,"Speaker (Other): Why do people drive so fast? It's so dangerous. I almost got hit by a car today.
Listener (You): Well, some people just like to go fast. Maybe they're in a hurry or something.
Speaker (Other): I don't get it. It's not like they're going to get there any faster by driving recklessly. All it does is put everyone else at risk.","The Speaker (Other) feels like reckless driving is a selfish and irresponsible behavior that doesn't benefit anyone in the long run.

The previous dialogue turn depends on implementing effective strategies to deter and penalize reckless driving, such as increased law enforcement, steeper fines, public education campaigns, and technology solutions like speed cameras.

The previous dialogue turn requires the driver is not aware of the speed limit or the dangers associated with driving at high speeds.

The Listener (You) feels irritated that some people prioritize their own desire for speed over the safety of others.

The Speaker (Other) wants to start a campaign for more traffic law enforcement to discourage speeding.

Next, listener might agree with the speaker and comment on how dangerous speeding can be.

The Speaker (Other) is detail-oriented and logical, analyzing situations and seeing through flawed reasoning.

The Listener (You) wants to have a conversation with local law enforcement to discuss what they can do to increase road safety and reduce reckless driving.

The previous dialogue turn was caused by the need for some people to feel in control and powerful, often at the expense of others' safety.

The Speaker (Other) is motivated by a sense of responsibility for others' safety.",,,,,,,,,,,,,,,,,,
soda_593_farming_farmer_crops_farm,"Speaker (Other): So, I've been doing some thinking, and I think I want to try my hand at farming.
Listener (You): Really? That's fantastic! We've always been so proud of your love for the outdoors and your passion for taking care of animals. What made you decide on farming?
Speaker (Other): Well, I've just always loved spending time outside and working with animals. And after doing some research, I think farming is a career that could really suit me well.
Listener (You): Absolutely! There's definitely a lot to consider when it comes to farming, but we're more than happy to help you research and figure out what would work best for you. Have you given any thought to what type of farming you might want to do?
Speaker (Other): Yes, actually. I was thinking maybe something like livestock farming or crop farming. But I'm not really sure yet.","The Speaker (Other) feels slightly overwhelmed by the different options and decisions that will need to be made.

Next, the listener might suggest that the speaker do some volunteering or intern work on a farm in order to get some hands-on experience and see if the work is really for them.

The Speaker (Other) wants to develop a business plan and determine the financial requirements for starting their own farm.

The Listener (You) wants to help speaker put together a business plan to see what the startup costs and potential earnings could be for each type of farming they're considering.

The Speaker (Other) is someone who values hands-on work and being outdoors.

The previous dialogue turn was caused by the speaker's realization that there's a high demand for organic livestock products.

The previous dialogue turn requires the speaker has access to the necessary equipment and tools required for farming, such as tractors, plows, and other farming essentials.

The Speaker (Other) is motivated by a desire for independence and to be self-sufficient.

The previous dialogue turn depends on conducting research on the pros and cons of each type of farming before making a decision

The Listener (You) feels curious to know more about the differences and similarities between livestock and crop farming, and asks speaker to elaborate on their research.",,,,,,,,,,,,,,,,,,
soda_986_ymca_forgo_balanced_exercising,"Speaker (Other): Hi, Doctor. I'm Treyson.
Listener (You): Hi, Treyson. What can I do for you today?
Speaker (Other): Well, I was wondering if you could tell me how tall I am.
Listener (You): Let's see...you look to be about six feet tall.
Speaker (Other): Really? That's awesome! I grew two inches over the summer. I must have put on some muscle mass too, because my clothes are fitting a bit tighter than they used to.",,,,,,,,,,,,,,,,,,,
soda_3500_shelved_libraries_halloweenthemed_holidaythemed,"Speaker (Other): Hi, Makiya. I'm a big fan of your library. I've been coming here since I was a kid.
Listener (You): That's great! What do you like most about it?
Speaker (Other): I love how there are so many different kinds of books. I can always find something new to read.
Listener (You): That's one of the things we pride ourselves on. We want everyone to be able to find something they enjoy reading.
Speaker (Other): I know. I remember when my parents used to bring me here every week. I would spend hours browsing the shelves and checking out books.",,,,,,,,,,,,,,,,,,,
soda_9465_zoi_allconsuming_florist_desserts,"Listener (You): I'm so glad you came over!
Speaker (Other): I'm glad I did too. Your hot chocolate is really good.",,,,,,,,,,,,,,,,,,,
soda_14899_possessive_heartbroken_facetoface_needy,"Speaker (Other): I can't believe she left me. I thought we were happy.
Listener (You): I'm so sorry, man. What happened?
Speaker (Other): I don't even know. One day she just up and left with no explanation. I feel like I'm going crazy not knowing what happened or why she did it.
Listener (You): That sounds really tough. Have you talked to her at all since she left?
Speaker (Other): Yeah, I've tried but she won't tell me anything. She just says she needs time and space and that it's over between us. But how can it be over when I still love her? I don't understand any of this.
Listener (You): It sounds like you're going through a lot right now. Just try to hang in there and give her some time. Maybe eventually she'll come around and explain things to you.
Speaker (Other): I don't know if I can do this, Ryan. I feel so lost without her.","The Speaker (Other) wants to take a break from dating and relationships for a while to reflect on what he wants in life.

The previous dialogue turn was caused by external stressors that put strain on the relationship, leading the partner to feel overwhelmed and decide to leave.

Next, the speaker might consider reaching out to mutual friends of his and his ex-girlfriend's to try and get some insight into what could have happened.

The previous dialogue turn requires the speaker is struggling to cope with the sudden change in their life and routine.

The Speaker (Other) is feeling hopeless and defeated.

The Listener (You) wants to help speaker think about why he deserves someone who will communicate and be honest with him, rather than someone who keeps him in the dark and hurts him.

The Listener (You) feels frustrated that he can't fix things for speaker and wishes there was something more he could do to help.

The Speaker (Other) feels like they've lost their sense of purpose and direction in life.

The previous dialogue turn depends on a willingness to be vulnerable and seek comfort from a friend.

The Speaker (Other) is motivated by the sense of identity and purpose that comes with being in a loving relationship.",,,,,,,,,,,,,,,,,,
soda_5155_infuriating_dissipate_outburst_lashed,"Listener (You): I'm sorry, Skylar. I know I lost my temper back there and I didn't handle the situation very well.
Speaker (Other): What exactly happened? What made you so angry?
Listener (You): I don't know. It just all got to be too much. I could tell that the other guy was trying to take advantage of us and I just snapped. But I shouldn't have let myself get so worked up like that. It was childish of me.
Speaker (Other): It's not like you to lose your temper like that, especially over something like this. Are you sure you're okay?",,,,,,,,,,,,,,,,,,,
soda_8358_lingo_iruh_amazigh_izri,"Speaker (Other): So, I wrote this new program that helps people learn new languages. It's pretty cool, actually.
Listener (You): That sounds amazing! How does it work?
Speaker (Other): Well, it basically uses a combination of text, audio, and visual aids to help people learn a new language. It's designed to be really user-friendly and effective.","The Speaker (Other) wants to conduct a beta test and gather feedback from users to improve the program.

The previous dialogue turn requires the program can adjust its level of difficulty to match the learner's progress and pace.

The Speaker (Other) is motivated by a passion for technology and its potential to revolutionize education.

The Listener (You) wants to know how much the program costs and if there are any discounts or promotions available.

The Speaker (Other) feels enthusiastic and proud of their achievement in creating such an innovative and effective learning program.

The Speaker (Other) is passionate about languages and helping others learn them.

Next, the speaker may mention that the program also has a built-in speech recognition feature to help users improve their pronunciation.

The Listener (You) feels intrigued and curious about the program and wants to know more about it.

The previous dialogue turn depends on customized lesson plans that are tailored to each user's unique learning style and pace.

The previous dialogue turn was caused by research showing that multi-sensory learning can enhance language acquisition and retention, prompting the development of this tool.",,,,,,,,,,,,,,,,,,
soda_10056_withhold_liars_paradox_deceive,"Speaker (Other): Dondre, I need to talk to you about something.
Listener (You): What is it?
Speaker (Other): I've been noticing that you've been telling a lot of lies lately, and I want to know why.
Listener (You): I don't know what you're talking about.
Speaker (Other): Dondre, don't lie to me. I know you've been lying, and I want to know why.",,,,,,,,,,,,,,,,,,,
soda_4547_knowlife_triniti_mmhmm_ramble,"Listener (You): Hey, what's up?
Speaker (Other): Not much. Just thinking.
Listener (You): About what?
Speaker (Other): Life, the universe, everything. You know.","The previous dialogue turn depends on considering the mysteries and wonders of the universe and how they relate to us.

The previous dialogue turn requires for this to happen, the speaker must have some downtime to ruminate on deep thoughts.

The previous dialogue turn was caused by the speaker experiencing a major life event or transition that has made them reflect on their place in the world.

The Speaker (Other) wants to embark on a spiritual journey to discover their purpose.

The Speaker (Other) feels introspective and self-reflective.

The Speaker (Other) is someone who is always seeking to expand their understanding of the world around them.

The Listener (You) feels a bit annoyed, as they were hoping for a more specific answer to their initial question.

Next, the listener might suggest reading a relevant book or watching a movie to further explore these concepts.

The Speaker (Other) is motivated by a sense of curiosity about the mysteries of life.

The Listener (You) wants to recommend a book or a movie related to the topic.",,,,,,,,,,,,,,,,,,
soda_5025_deaths_females_cages_veterinarian,"Speaker (Other): Hey, boss. What's up?
Listener (You): Not much. Just getting things done. How are you?
Speaker (Other): I'm good. Just wanted to check in and see if there was anything I could do to help out.
Listener (You): Well, we're always busy, so any help is appreciated. Are you sure you're up for it?
Speaker (Other): Of course! I love helping animals feel better.",,,,,,,,,,,,,,,,,,,
soda_2384_walling_constructed_deco_architecture,"Speaker (Other): many sights there are to see in this city!
Listener (You): Yes, there's a lot to see here. The city is full of history and culture.
Speaker (Other): I can't believe how old some of these buildings are!","The previous dialogue turn was caused by a lack of resources to tear down and rebuild newer structures.

The Speaker (Other) wants to take a lot of pictures of these old buildings to show to friends and family.

The Speaker (Other) is motivated by a sense of nostalgia for a time when buildings were crafted with more care and attention to detail than modern structures.

The previous dialogue turn depends on feeling a sense of awe and admiration for the long-standing structures.

Next, the speaker might express a desire to do some research or read up on the history of the city to gain a deeper understanding of its cultural significance.

The Listener (You) feels overwhelmed because they had so many places on their list to show speaker and they don't know where to start.

The Listener (You) wants to take a guided walking tour of the city's oldest buildings and landmarks.

The Speaker (Other) feels curious about the historical events associated with the buildings, and wonders if there are any interesting stories or anecdotes related to them.

The previous dialogue turn requires the city has preserved its ancient buildings and architecture.

The Speaker (Other) is someone who loves to explore new places.",,,,,,,,,,,,,,,,,,
soda_6490_tyshawns_sushi_rolls_romantically,"Speaker (Other): Wow, that was some really great sushi. I'm so full and content right now.
Listener (You): I know, right? It was amazing! I'm so glad we decided to try this place out.
Speaker (Other): Yeah, me too. It definitely lived up to the hype. We should come back here again sometime soon.
Listener (You): Absolutely! I would love to.
Speaker (Other): You know, I've been thinking about that sushi all day long. I'm already craving it again.","The Speaker (Other) wants to open their own sushi restaurant one day and start experimenting with different fusion flavors.

Next, the speaker might check their bank account to make sure they have enough funds for another sushi meal so soon.

The previous dialogue turn requires the speaker is not easily satisfied by mediocre food, and only craves the best of the best.

The Speaker (Other) feels like they might develop a sushi addiction after this experience.

The previous dialogue turn was caused by the speaker having a busy day and craving something familiar and comforting.

The Listener (You) feels curious about what other dishes the restaurant might offer and would like to explore the menu further.

The Listener (You) wants to plan a sushi-making class to take with speaker so they can learn how to make their own sushi.

The Speaker (Other) is motivated by the desire to indulge in pleasurable experiences and treats.

The Speaker (Other) is someone who pays attention to hype and recommendations when choosing where to eat.

The previous dialogue turn depends on the speaker suggesting that they might be willing to go back to the sushi restaurant soon.",,,,,,,,,,,,,,,,,,
soda_10251_durian_mouthwash_freshen_stinkin,"Speaker (Other): Hey, Sarah. What's up?
Listener (You): Not much. Just trying to avoid your breath.
Speaker (Other): What are you talking about? My breath doesn't smell that bad.","The Speaker (Other) wants to chew gum or eat something to freshen up their breath.

The Listener (You) feels offended and insulted by speaker's response.

The previous dialogue turn requires the listener is very direct and doesn't hesitate to share their thoughts or feelings.

The previous dialogue turn depends on downplaying the importance of breath odor by suggesting that it's not a significant issue worthy of discussion.

The Speaker (Other) is speaker may have a history of dental issues or poor oral hygiene.

Next, the listener might feel uncomfortable and want to end the conversation quickly.

The Speaker (Other) is motivated by a desire to defend their personal hygiene and reputation.

The Speaker (Other) feels self-conscious about their breath and wonders if others have noticed it throughout the day.

The Listener (You) wants to open a window or turn on a fan to improve the air quality.

The previous dialogue turn was caused by the listener having bad experiences with halitosis in the past, making them more cautious.",,,,,,,,,,,,,,,,,,
soda_15829_advaith_wonderingdo_gentleman_snuck,"Speaker (Other): Maria, I need to talk to you about something.
Listener (You): What is it, Vannessa?
Speaker (Other): I'm not sure if I should say this, but I need to tell you how I feel.",,,,,,,,,,,,,,,,,,,
